City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
346,Oneonta,US,42.4529,-75.0638,63.82,33,62,14.63,broken clouds
347,Cherskiy,RU,68.75,161.3,7.99,98,96,1.68,overcast clouds
348,Nanakuli,US,21.3906,-158.1547,80.55,50,100,10.36,overcast clouds
349,Abnub,EG,27.2696,31.1511,75.45,18,0,8.81,clear sky
350,Blagoyevo,RU,63.3667,47.9167,23.7,89,67,8.55,broken clouds
351,Faya,SA,18.3851,42.4509,66.72,40,92,3.09,overcast clouds
352,Hiroshima,JP,34.3963,132.4594,48.4,27,45,11.16,scattered clouds
353,Hamilton,US,39.1834,-84.5333,71.74,21,0,20.71,clear sky
354,Haverfordwest,GB,51.8017,-4.9691,52.05,87,5,1.01,clear sky
355,Binga,ZW,-17.6203,27.3414,75.07,68,7,1.63,clear sky
356,Fairbanks,US,64.8378,-147.7164,35.1,42,0,13.8,clear sky
357,Wilmington,US,34.2257,-77.9447,73.94,44,0,16.11,clear sky
358,Teknaf,BD,20.8624,92.3058,79.93,87,13,6.08,few clouds
359,Ostuni,IT,40.7276,17.5764,61.59,54,74,6.04,broken clouds
360,Meulaboh,ID,4.1363,96.1285,77.31,88,83,3.4,broken clouds
361,Concepcion,CL,-36.827,-73.0498,57.0,72,100,2.3,overcast clouds
362,Rio Grande,BR,-32.035,-52.0986,69.91,58,23,11.79,few clouds
363,Plettenberg Bay,ZA,-34.0527,23.3716,58.26,71,100,5.1,light rain
364,Manggar,ID,-2.8833,108.2667,79.59,79,100,3.87,overcast clouds
365,Dharchula,IN,29.85,80.5333,60.89,31,15,8.05,few clouds
366,Tiksi,RU,71.6872,128.8694,-6.34,100,100,4.21,overcast clouds
367,Beloha,MG,-25.1667,45.05,78.93,70,94,4.41,overcast clouds
368,Bintulu,MY,3.1667,113.0333,76.23,91,100,3.13,overcast clouds
369,Thinadhoo,MV,0.5333,72.9333,83.35,66,36,2.82,scattered clouds
370,Pittsburg,US,38.028,-121.8847,70.61,45,0,6.91,clear sky
371,Chilakalurupet,IN,16.0833,80.1667,81.7,87,42,9.73,scattered clouds
372,Neepawa,CA,50.2289,-99.4664,23.4,76,100,14.29,overcast clouds
373,Boddam,GB,57.4667,-1.7833,47.43,94,100,19.06,overcast clouds
374,Cerrito,CO,6.8432,-72.694,64.04,73,100,2.08,light rain
375,Comodoro Rivadavia,AR,-45.8667,-67.5,73.26,31,0,23.02,clear sky
376,Mayor Pablo Lagerenza,PY,-19.9309,-60.7718,85.12,18,0,5.57,clear sky
377,Cayenne,GF,4.9333,-52.3333,83.08,1,40,11.5,scattered clouds
378,Zhigansk,RU,66.7697,123.3711,0.82,96,56,11.18,broken clouds
379,Boguchany,RU,58.3814,97.4531,29.66,97,32,2.66,scattered clouds
380,Ilabaya,PE,-17.4208,-70.5133,73.92,43,0,10.13,clear sky
381,Dewsbury,GB,53.6908,-1.6291,59.92,77,40,6.91,scattered clouds
382,Erzin,TR,36.9559,36.2,57.38,53,0,2.44,clear sky
383,Port-Gentil,GA,-0.7193,8.7815,81.18,80,56,3.06,broken clouds
384,Beyneu,KZ,45.3167,55.2,55.87,42,82,12.17,broken clouds
385,Erzurum,TR,40.0,41.5,22.64,87,56,2.04,broken clouds
386,Namatanai,PG,-3.6667,152.4333,79.0,83,32,5.88,light rain
387,Muslyumovo,RU,55.3033,53.1947,36.7,97,100,14.79,overcast clouds
388,Husavik,IS,66.0449,-17.3389,43.23,79,100,13.73,overcast clouds
389,Purranque,CL,-40.9167,-73.1667,56.53,69,84,4.29,broken clouds
390,Kropotkin,RU,45.4375,40.5756,44.17,93,8,6.38,clear sky
391,Saint-Pierre,RE,-21.3393,55.4781,76.68,79,0,16.11,clear sky
392,Amuntai,ID,-2.4177,115.2494,74.32,99,99,0.69,overcast clouds
393,Ndele,CF,8.4109,20.6473,82.38,50,16,6.02,few clouds
394,Bodaybo,RU,57.8506,114.1933,19.26,96,99,2.01,light snow
395,Rockhampton,AU,-23.3833,150.5,64.29,77,0,8.05,clear sky
396,Duku,NG,11.2361,4.9073,85.48,49,100,5.06,moderate rain
397,Aguimes,ES,27.9054,-15.4461,65.66,68,20,29.93,few clouds
398,Maceio,BR,-9.6658,-35.7353,83.64,65,0,13.8,clear sky
399,Roald,NO,62.5833,6.1333,48.76,93,100,6.91,overcast clouds
400,Nuuk,GL,64.1835,-51.7216,20.88,62,27,25.99,scattered clouds
401,Richards Bay,ZA,-28.783,32.0377,69.85,86,100,19.6,light rain
402,Novoagansk,RU,61.9449,76.6625,43.54,99,100,9.04,overcast clouds
403,Aksay,RU,47.26,39.87,56.25,75,93,8.01,overcast clouds
404,Nipawin,CA,53.3668,-104.0009,26.24,58,100,9.24,overcast clouds
405,Broome,US,42.2506,-75.833,67.08,27,75,12.66,broken clouds
406,Saint-Georges,GD,12.0564,-61.7485,82.08,78,20,19.57,few clouds
407,Lensk,RU,60.7253,114.9278,4.66,100,85,3.89,overcast clouds
408,Morristown,US,36.214,-83.2949,74.5,29,0,6.91,clear sky
409,Gilgit,PK,35.9221,74.3087,61.88,38,3,5.5,clear sky
410,Shiyan,CN,32.6475,110.7781,46.33,90,100,0.92,light rain
411,Chikwawa,MW,-16.0335,34.8009,76.95,81,5,1.61,clear sky
412,Antsla,EE,57.8256,26.5406,37.67,84,99,9.78,overcast clouds
413,Xining,CN,36.6167,101.7667,38.26,81,100,0.56,overcast clouds
414,Dickinson,US,29.4608,-95.0513,83.07,77,75,23.02,broken clouds
415,Senador Guiomard,BR,-10.1522,-67.7392,78.55,69,100,3.24,overcast clouds
416,Dingle,PH,10.9995,122.6711,75.63,89,87,3.11,overcast clouds
417,Lisakovsk,KZ,52.5369,62.4936,49.66,65,98,9.01,overcast clouds
418,Mount Gambier,AU,-37.8333,140.7667,60.71,94,100,5.75,mist
419,Makakilo City,US,21.3469,-158.0858,79.12,51,100,18.41,overcast clouds
420,Mount Isa,AU,-20.7333,139.5,73.17,38,5,8.05,light rain
421,Oistins,BB,13.0667,-59.5333,84.29,61,20,20.71,few clouds
422,Bitung,ID,1.4451,125.1824,77.85,85,98,4.0,overcast clouds
423,Ambovombe,MG,-25.1667,46.0833,76.77,79,100,5.95,overcast clouds
424,Rudnogorsk,RU,57.2639,103.7519,26.69,99,92,1.74,overcast clouds
425,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,84.31,68,92,0.85,overcast clouds
426,Pevek,RU,69.7008,170.3133,8.6,93,32,2.93,scattered clouds
427,Lapeer,US,43.0514,-83.3188,50.07,50,40,19.57,scattered clouds
428,Kruisfontein,ZA,-34.0033,24.7314,54.88,61,100,5.88,overcast clouds
429,Constitucion,CL,-35.3333,-72.4167,59.29,70,1,7.18,clear sky
430,Champerico,GT,14.3,-91.9167,87.51,61,14,14.07,few clouds
431,Luderitz,NA,-26.6481,15.1594,59.47,69,0,20.71,clear sky
432,Roblin,CA,51.23,-101.3565,19.8,72,100,12.44,overcast clouds
433,Bay Roberts,CA,47.5999,-53.2648,46.15,61,28,5.19,scattered clouds
434,Port Hardy,CA,50.6996,-127.4199,43.9,59,73,5.64,broken clouds
435,Berdigestyakh,RU,62.0989,126.6992,16.14,98,100,3.29,overcast clouds
436,Kangaatsiaq,GL,68.3065,-53.4641,10.02,86,100,10.16,overcast clouds
437,Port Augusta,AU,-32.5,137.7667,64.27,47,0,2.71,clear sky
438,Quijingue,BR,-10.7525,-39.2092,88.48,42,81,5.3,broken clouds
439,Bengkulu,ID,-3.8004,102.2655,77.13,88,100,3.13,overcast clouds
440,Itoman,JP,26.1247,127.6694,69.82,66,20,23.02,few clouds
441,Holbaek,DK,55.7167,11.7167,40.28,45,6,3.0,clear sky
442,Samarai,PG,-10.6167,150.6667,81.55,76,99,8.08,overcast clouds
443,Tateyama,JP,34.9833,139.8667,50.09,85,100,19.51,overcast clouds
444,Juybar,IR,36.6412,52.9124,51.57,73,2,4.36,clear sky
445,Shimoda,JP,34.6667,138.95,47.1,90,100,14.94,overcast clouds
446,Ust-Kut,RU,56.7938,105.7672,33.85,98,100,0.92,overcast clouds
447,Phalaborwa,ZA,-23.943,31.1411,79.72,43,57,5.79,light rain
448,San Roque,ES,36.2107,-5.3842,61.63,88,0,4.61,clear sky
449,Ambatofinandrahana,MG,-20.55,46.8,61.3,92,100,4.72,overcast clouds
450,Zyryanka,RU,65.75,150.85,9.43,95,100,3.38,overcast clouds
451,Vao,NC,-22.6667,167.4833,74.57,83,97,10.31,overcast clouds
452,Hasaki,JP,35.7333,140.8333,46.8,88,100,32.39,overcast clouds
453,Sibolga,ID,1.7427,98.7792,77.63,88,100,1.66,overcast clouds
454,Gidole,ET,5.65,37.3667,58.33,88,100,2.89,moderate rain
455,Monrovia,LR,6.3005,-10.7969,80.37,84,100,7.58,overcast clouds
456,Soure,BR,-0.7167,-48.5233,80.76,77,100,9.64,light rain
457,Kaniama,CD,-7.5667,24.1833,67.84,97,99,2.55,overcast clouds
458,Maua,BR,-23.6678,-46.4614,67.8,67,5,9.91,clear sky
459,Grand Gaube,MU,-20.0064,57.6608,77.4,89,45,3.0,moderate rain
460,Muros,ES,42.7762,-9.0603,60.84,76,48,3.24,scattered clouds
461,Acapulco,MX,16.8634,-99.8901,84.02,70,75,10.36,broken clouds
462,Dicabisagan,PH,17.0818,122.4157,75.34,89,96,6.64,overcast clouds
463,Puerto Escondido,MX,15.85,-97.0667,86.83,70,0,13.8,clear sky
464,Bereda,ES,43.2686,-7.5406,57.58,97,0,3.27,clear sky
465,Kamenka,RU,51.3223,42.7678,46.54,67,91,3.94,overcast clouds
466,Peace River,CA,56.2501,-117.286,34.63,41,100,4.41,overcast clouds
467,Bilma,NE,18.6853,12.9164,90.09,8,70,8.34,broken clouds
468,San Felipe,VE,10.3399,-68.7425,80.83,72,83,5.08,broken clouds
469,Gwembe,ZM,-16.4975,27.6069,68.47,73,46,1.9,scattered clouds
470,Bac Lieu,VN,9.285,105.7244,81.66,81,15,6.17,few clouds
471,Barmer,IN,25.75,71.3833,78.37,45,0,5.53,clear sky
472,Houston,US,29.7633,-95.3633,84.34,75,100,14.97,haze
473,Jalu,LY,29.0331,21.5482,80.55,16,75,29.53,broken clouds
474,Hearst,CA,49.6835,-83.6665,35.28,78,100,12.12,light snow
475,Harlingen,US,26.1906,-97.6961,91.31,44,20,14.97,few clouds
476,Lodja,CD,-3.4833,23.4333,69.71,99,100,0.81,overcast clouds
477,Kodinsk,RU,58.6881,99.1844,28.62,97,34,2.19,scattered clouds
478,Goma,CD,-1.6792,29.2228,63.27,92,100,2.55,overcast clouds
479,Adrar,MR,20.5022,-10.0711,82.49,11,17,4.09,few clouds
480,Luanda,AO,-8.8368,13.2343,77.0,83,75,9.22,broken clouds
481,Bandarbeyla,SO,9.4942,50.8122,82.02,84,85,9.1,overcast clouds
482,Worland,US,44.0169,-107.9554,27.9,65,100,6.91,overcast clouds
483,Kachiry,KZ,53.0675,76.1036,53.29,36,3,9.73,clear sky
484,Roma,US,43.2128,-75.4557,62.73,38,100,18.99,overcast clouds
485,Cabo San Lucas,MX,22.8909,-109.9124,87.62,32,40,5.75,scattered clouds
486,Challapata,BO,-18.9,-66.7667,59.07,12,0,12.12,clear sky
487,Jackson,US,42.4165,-122.8345,50.92,51,20,1.99,few clouds
488,Jurm,AF,36.8648,70.8342,59.0,47,1,3.09,clear sky
489,Veraval,IN,20.9,70.3667,79.47,75,0,9.01,clear sky
490,Dabat,ET,12.9842,37.765,62.83,48,92,3.2,overcast clouds
491,Tautira,PF,-17.7333,-149.15,80.8,74,14,17.31,light rain
492,Maxixe,MZ,-23.8597,35.3472,77.27,92,88,3.06,light rain
493,Arcachon,FR,44.5875,-1.0519,62.92,94,100,5.75,overcast clouds
494,Mindszent,HU,46.5236,20.1904,53.19,89,43,7.58,scattered clouds
495,Bendigo,AU,-36.7667,144.2833,52.86,55,20,3.49,few clouds
496,Chilca,PE,-12.5211,-76.7372,68.9,78,61,9.86,broken clouds
497,Hecun,CN,36.5333,114.1111,49.28,25,99,3.83,overcast clouds
498,Kurayoshi,JP,35.4333,133.8167,47.66,75,100,14.76,overcast clouds
499,Lavrentiya,RU,65.5833,-171.0,30.02,87,100,18.34,overcast clouds
500,Itaituba,BR,-4.2761,-55.9836,80.51,93,100,2.53,overcast clouds
501,San Ignacio,BZ,17.1561,-89.0714,96.89,30,46,10.27,scattered clouds
502,Agirish,RU,61.9247,63.0231,30.38,96,99,6.17,overcast clouds
503,Chicama,PE,-7.8447,-79.1469,64.94,63,69,11.92,broken clouds
504,Loreto,MX,22.2667,-101.9667,84.13,10,100,14.47,overcast clouds
505,Dawlatabad,AF,36.4141,64.9053,72.3,23,81,4.36,broken clouds
506,Saint-Augustin,CA,51.226,-58.6502,32.56,98,99,5.55,overcast clouds
507,Mocuba,MZ,-16.8392,36.9856,73.62,96,6,4.7,clear sky
508,Bardiyah,LY,31.7561,25.0865,61.09,78,99,18.48,overcast clouds
509,Vierzon,FR,47.2101,2.0625,61.39,81,8,7.25,clear sky
510,Chake Chake,TZ,-5.2459,39.7666,80.29,79,100,8.05,overcast clouds
511,Gravdal,NO,68.1214,13.5031,37.99,70,100,15.1,overcast clouds
512,Srednekolymsk,RU,67.45,153.6833,5.22,99,97,4.18,overcast clouds
513,Christchurch,NZ,-43.5333,172.6333,53.94,86,100,5.75,overcast clouds
514,San Policarpo,PH,12.1791,125.5072,78.53,80,41,4.52,scattered clouds
515,Tongliao,CN,43.6125,122.2653,44.92,27,0,10.27,clear sky
516,Shingu,JP,33.7333,135.9833,53.62,84,93,7.31,overcast clouds
517,Vasai,IN,19.47,72.8,82.49,69,0,6.87,clear sky
518,Mao,ES,39.8885,4.2658,54.16,94,20,6.91,few clouds
519,Zvishavane,ZW,-20.3267,30.0665,68.68,83,75,1.95,light rain
520,Iracoubo,GF,5.4802,-53.2011,80.19,79,100,10.2,overcast clouds
521,Honghu,CN,29.8206,113.4621,51.51,94,100,12.55,heavy intensity rain
522,Cururupu,BR,-1.8283,-44.8683,78.44,89,91,4.12,moderate rain
523,Altay,CN,47.8667,88.1167,35.44,31,0,8.7,clear sky
524,Muscatine,US,41.4667,-91.1335,49.44,26,100,8.05,overcast clouds
525,Rio Pardo De Minas,BR,-15.6097,-42.5397,77.63,72,97,3.89,overcast clouds
526,Carutapera,BR,-1.195,-46.02,78.67,89,100,6.6,moderate rain
527,Oranjestad,AW,12.524,-70.027,78.6,85,88,25.21,overcast clouds
528,Sorong,ID,-0.8833,131.25,80.17,84,100,9.57,overcast clouds
529,Chulym,RU,55.0997,80.9572,46.4,63,11,7.49,few clouds
530,Mkushi,ZM,-13.6202,29.3939,64.98,95,93,4.09,light rain
531,Bela,IN,25.9333,81.9833,84.72,11,30,6.08,scattered clouds
532,Pecanha,BR,-18.5486,-42.5569,71.51,90,20,3.58,few clouds
533,Kandrian,PG,-6.2167,149.55,77.0,88,99,3.04,light rain
534,Tahoua,NE,14.8888,5.2692,90.64,19,58,7.31,broken clouds
535,Karratha,AU,-20.7377,116.8463,83.17,72,66,3.2,broken clouds
536,Demba,CD,-5.51,22.2667,69.6,99,100,2.55,light rain
537,Kota Kinabalu,MY,5.9749,116.0724,75.18,88,20,7.0,few clouds
538,Rabat,MA,33.9911,-6.8401,64.47,72,20,6.91,few clouds
539,Kulim,MY,5.365,100.5618,81.93,94,100,1.74,overcast clouds
540,Port Hawkesbury,CA,45.6169,-61.3485,40.91,98,100,12.66,mist
541,Klyuchi,RU,52.2667,79.1667,49.64,38,0,9.53,clear sky
542,Havre,FR,49.5833,0.3333,57.6,71,0,6.91,clear sky
543,Limbe,CM,4.0242,9.2149,80.4,81,100,4.07,overcast clouds
544,Los Llanos De Aridane,ES,28.6585,-17.9182,63.12,85,0,16.11,clear sky
545,Sioux Lookout,CA,50.1001,-91.917,23.18,87,100,12.41,light snow
546,Humaita,BR,-7.5061,-63.0208,87.31,64,83,2.95,broken clouds
547,Walvis Bay,NA,-22.9575,14.5053,59.09,74,0,13.94,clear sky
548,Okha,RU,53.5739,142.9478,21.36,90,25,8.19,scattered clouds
549,Shirvan,AZ,39.9509,48.8994,49.62,70,2,7.52,clear sky
550,Vredendal,ZA,-31.6683,18.5012,63.55,41,0,9.31,clear sky
551,Teya,RU,60.3778,92.6267,33.57,99,100,2.59,overcast clouds
552,Mikropolis,GR,41.1935,23.8157,54.28,74,79,2.53,broken clouds
553,Vieux Fort,LC,13.7167,-60.95,81.75,83,75,20.71,broken clouds
554,Coihaique,CL,-45.5752,-72.0662,57.81,76,75,4.61,broken clouds
555,Una,IN,20.8167,71.0333,78.37,69,0,10.98,clear sky
556,Pacific Grove,US,36.6177,-121.9166,67.41,70,0,10.0,clear sky
557,Bahia Honda,CU,22.9036,-83.1592,79.14,77,49,9.04,light rain
558,Banting,MY,2.8167,101.5,78.93,94,100,1.72,overcast clouds
559,Astana,KZ,51.1801,71.446,46.35,49,0,4.47,clear sky
560,Shimanovsk,RU,52.0,127.7,30.31,70,100,12.39,overcast clouds
561,Bogorodskoye,RU,56.55,37.8833,39.33,98,100,2.91,light rain
562,Lianzhou,CN,24.7811,112.3825,57.74,91,100,4.21,overcast clouds
563,Leland,US,34.2563,-78.0447,73.11,44,0,16.11,clear sky
564,Staryy Nadym,RU,65.6118,72.6842,26.65,93,100,2.84,overcast clouds
565,Kallupatti,IN,9.7167,77.8667,83.26,74,57,0.27,broken clouds
566,Alofi,NU,-19.0595,-169.9187,80.65,75,51,5.75,broken clouds
567,Banjar,ID,-8.19,114.9675,77.4,89,26,3.04,scattered clouds
568,Tyumentsevo,RU,53.3224,81.498,48.43,51,0,6.69,clear sky
569,Macau,MO,22.2006,113.5461,75.85,88,20,17.27,few clouds
570,Sidi Ali,DZ,36.0998,0.4206,54.79,88,39,6.44,scattered clouds
571,Santa Rosa De Viterbo,BR,-21.4728,-47.3631,71.33,60,1,7.18,clear sky
572,Tambo,PE,-14.8,-73.9167,52.38,28,34,13.02,scattered clouds
573,Kirakira,SB,-10.4544,161.9205,79.74,82,70,3.33,broken clouds
574,Dongsheng,CN,39.8161,109.9776,39.67,48,3,6.67,clear sky
575,Kaseda,JP,31.4167,130.3167,55.94,66,100,16.42,overcast clouds
576,Sangar,RU,63.9242,127.4739,2.52,95,83,1.66,broken clouds
577,Inirida,CO,3.8653,-67.9239,80.78,85,97,1.1,overcast clouds
578,Nicoya,CR,10.1483,-85.452,92.82,42,99,9.64,overcast clouds
579,Vernon,CA,50.2581,-119.2691,50.29,51,51,5.99,broken clouds
580,Algiers,DZ,36.7525,3.042,58.82,88,75,9.22,broken clouds
581,Kilindoni,TZ,-7.9139,39.6668,82.45,80,100,15.3,moderate rain
582,Arlit,NE,18.7369,7.3853,88.34,8,18,10.56,few clouds
583,Ust-Tsilma,RU,65.441,52.1498,24.46,94,100,6.58,overcast clouds
584,Bongandanga,CD,1.5,21.05,72.09,83,100,2.42,overcast clouds
585,Bollnas,SE,61.3482,16.3946,34.84,87,100,3.0,overcast clouds
586,Turayf,SA,31.6725,38.6637,66.16,19,0,12.08,clear sky
587,Nyuksenitsa,RU,60.4128,44.2397,25.9,94,23,5.59,few clouds
588,Mikuni,JP,36.2171,136.1519,49.3,83,100,19.8,light rain
589,Matagami,CA,49.7502,-77.6328,37.51,65,100,11.5,overcast clouds
590,Bilibino,RU,68.0546,166.4372,15.58,89,100,2.8,overcast clouds
591,Axim,GH,4.8699,-2.2405,80.51,83,68,9.28,broken clouds
592,Sovetskiy,RU,61.3614,63.5842,32.38,98,99,4.54,overcast clouds
593,Martvili,GE,42.4144,42.3792,44.65,80,83,3.62,broken clouds
594,Mackay,AU,-21.15,149.2,67.68,72,0,11.1,clear sky
595,Andradina,BR,-20.8961,-51.3794,77.41,50,0,10.11,clear sky
596,Olinda,BR,-8.0089,-34.8553,83.93,70,0,9.22,clear sky
597,Katherine,AU,-14.4667,132.2667,73.72,78,98,4.61,overcast clouds
598,Vila Franca Do Campo,PT,37.7167,-25.4333,63.01,86,36,9.19,scattered clouds
599,Saint Stephen,GB,50.3333,-4.9,54.21,87,75,3.44,broken clouds
600,Ararat,AM,39.8317,44.7049,53.94,45,0,6.2,clear sky
601,Matara,LK,5.9485,80.5353,79.16,85,7,2.24,clear sky
602,Llata,PE,-9.4167,-76.7833,62.51,67,73,6.35,broken clouds
603,Kenai,US,60.5544,-151.2583,42.03,64,100,5.75,overcast clouds
604,Tukrah,LY,32.5341,20.5791,71.71,34,16,40.94,few clouds
605,Santiago,CL,-33.4569,-70.6483,70.99,53,20,10.36,haze
606,Iquique,CL,-20.2208,-70.1431,68.04,70,21,8.43,few clouds
607,Impfondo,CG,1.6381,18.0667,72.09,88,91,1.97,overcast clouds
608,Montepuez,MZ,-13.1256,38.9997,68.65,98,6,4.05,clear sky
609,Jonkoping,SE,57.7814,14.1562,33.51,86,3,2.3,clear sky
610,Cabiraoan,PH,18.3238,122.086,74.73,87,100,6.2,overcast clouds
611,Ayan,RU,56.45,138.1667,20.17,89,83,9.46,broken clouds
612,Ulagan,RU,50.6321,87.9563,29.23,76,7,2.13,clear sky
613,Turukhansk,RU,65.8167,87.9833,33.22,100,100,6.33,overcast clouds
614,Tabas,IR,33.5959,56.9244,81.86,16,100,3.69,overcast clouds
615,Galesong,ID,-5.3166,119.3661,75.22,84,100,6.02,overcast clouds
616,Pryazha,RU,61.6926,33.6216,34.25,89,90,8.7,overcast clouds
617,San Clemente,US,33.427,-117.612,78.1,65,77,5.01,broken clouds
618,Prince Albert,CA,53.2001,-105.7677,26.13,56,100,6.29,overcast clouds
619,Taicheng,CN,38.731,113.228,41.11,37,100,2.46,overcast clouds
620,Neryungri,RU,56.6709,124.6491,20.07,87,100,14.97,light snow
621,Abilene,US,32.4487,-99.7331,93.42,20,0,14.97,clear sky
622,Vranjska Banja,RS,42.555,21.9922,57.49,56,18,3.62,few clouds
623,Chifeng,CN,42.2683,118.9636,42.37,21,0,8.77,clear sky
624,Aktyubinskiy,RU,54.8137,52.8056,33.31,96,100,14.67,overcast clouds
625,Manta,EC,-0.95,-80.7333,82.18,78,40,10.36,scattered clouds
626,Yumen,CN,40.2833,97.2,40.14,23,98,17.16,overcast clouds
627,North Bay,CA,46.3168,-79.4663,43.95,48,100,17.43,overcast clouds
628,Hambantota,LK,6.1241,81.1185,80.96,81,18,7.36,few clouds
629,Saint-Francois,FR,46.4154,3.9054,59.68,63,0,5.75,clear sky
630,Octeville,FR,49.6261,-1.6435,52.29,76,0,4.61,clear sky
631,Xuddur,SO,4.1213,43.8894,80.89,62,100,14.67,overcast clouds
632,Ust-Kuyga,RU,70.0167,135.6,-15.61,100,99,3.8,overcast clouds
633,Merke,KZ,42.8728,73.1786,60.26,50,12,6.26,few clouds
634,Berlevag,NO,70.8578,29.0864,35.4,97,100,28.12,light rain
635,San Isidro,PE,-12.1167,-77.05,73.51,80,0,14.97,fog
636,Ailigandi,PA,9.2333,-78.0167,82.6,79,79,9.6,broken clouds
637,Abu Kamal,SY,34.4506,40.9171,66.33,20,80,5.14,broken clouds
638,Sinnamary,GF,5.3833,-52.95,80.69,77,100,11.3,overcast clouds
639,Marion,US,39.7684,-86.1555,68.34,27,100,23.02,overcast clouds
640,Raudeberg,NO,61.9875,5.1352,45.86,74,100,13.18,overcast clouds
641,Najran,SA,17.4924,44.1277,76.73,37,0,5.28,clear sky
642,Waitati,NZ,-45.75,170.5667,61.81,59,56,6.31,broken clouds
643,Kijang,KR,35.2442,129.2139,48.04,59,95,10.31,overcast clouds
644,Srivardhan,IN,18.0333,73.0167,79.2,75,2,0.43,clear sky
645,Huoqiu,CN,32.3394,116.2694,51.62,63,100,7.63,overcast clouds
646,Alugan,PH,12.2188,125.4808,78.17,80,46,4.21,scattered clouds
647,Innisfail,AU,-17.5333,146.0333,71.33,84,72,4.16,broken clouds
648,Ritchie,ZA,-29.038,24.6028,60.01,65,100,22.01,overcast clouds
649,Samana,DO,19.2056,-69.3369,86.22,70,20,17.27,few clouds
650,Sur,OM,22.5667,59.5289,88.59,34,4,12.95,clear sky
651,Santa Maria,BR,-29.6842,-53.8069,65.79,70,40,4.41,scattered clouds
652,Palasa,IN,18.7667,84.4167,81.07,83,100,9.78,overcast clouds
653,Saint-Ambroise,CA,48.5501,-71.3324,52.57,62,32,8.52,scattered clouds
654,Akdepe,TM,42.0551,59.3788,65.43,33,100,12.97,overcast clouds
655,Batken,KG,39.8333,71.0,50.13,46,7,5.61,clear sky
